,acc,bool_optimal,phi,theta
899,0.2664,1,5,0.009000000000000001
900,0.4241,1,5,0.010000000000000002
901,0.6006,1,5,0.010000000000000002
902,0.4318,1,5,0.010000000000000002
903,0.4719,1,5,0.010000000000000002
904,0.4267,1,5,0.010000000000000002
905,0.494,1,5,0.010000000000000002
906,0.4866,1,5,0.010000000000000002
907,0.4436,1,5,0.010000000000000002
908,0.4443,1,5,0.010000000000000002
909,0.3727,1,5,0.010000000000000002
910,0.4029,1,5,0.010000000000000002
911,0.2319,1,5,0.010000000000000002
912,0.441,1,5,0.010000000000000002
913,0.3848,1,5,0.010000000000000002
914,0.4806,1,5,0.010000000000000002
915,0.5095,1,5,0.010000000000000002
916,0.3768,1,5,0.010000000000000002
917,0.4716,1,5,0.010000000000000002
918,0.613,1,5,0.010000000000000002
919,0.3842,1,5,0.010000000000000002
920,0.4127,1,5,0.010000000000000002
921,0.23,1,5,0.010000000000000002
922,0.3973,1,5,0.010000000000000002
923,0.5042,1,5,0.010000000000000002
924,0.4751,1,5,0.010000000000000002
925,0.3615,1,5,0.010000000000000002
926,0.2359,1,5,0.010000000000000002
927,0.3107,1,5,0.010000000000000002
928,0.4327,1,5,0.010000000000000002
929,0.4704,1,5,0.010000000000000002
930,0.39,1,5,0.010000000000000002
931,0.3009,1,5,0.010000000000000002
932,0.4699,1,5,0.010000000000000002
933,0.3246,1,5,0.010000000000000002
934,0.4396,1,5,0.010000000000000002
935,0.4105,1,5,0.010000000000000002
936,0.3477,1,5,0.010000000000000002
937,0.3702,1,5,0.010000000000000002
938,0.2153,1,5,0.010000000000000002
939,0.1751,1,5,0.010000000000000002
940,0.3364,1,5,0.010000000000000002
941,0.3097,1,5,0.010000000000000002
942,0.4141,1,5,0.010000000000000002
943,0.4377,1,5,0.010000000000000002
944,0.4352,1,5,0.010000000000000002
945,0.4149,1,5,0.010000000000000002
946,0.4928,1,5,0.010000000000000002
947,0.5073,1,5,0.010000000000000002
948,0.3488,1,5,0.010000000000000002
949,0.2939,1,5,0.010000000000000002
950,0.4526,1,5,0.010000000000000002
951,0.4536,1,5,0.010000000000000002
952,0.3532,1,5,0.010000000000000002
953,0.1704,1,5,0.010000000000000002
954,0.335,1,5,0.010000000000000002
955,0.366,1,5,0.010000000000000002
956,0.2411,1,5,0.010000000000000002
957,0.4709,1,5,0.010000000000000002
958,0.3225,1,5,0.010000000000000002
959,0.4297,1,5,0.010000000000000002
960,0.2976,1,5,0.010000000000000002
961,0.3982,1,5,0.010000000000000002
962,0.3266,1,5,0.010000000000000002
963,0.3759,1,5,0.010000000000000002
964,0.4733,1,5,0.010000000000000002
965,0.154,1,5,0.010000000000000002
966,0.3763,1,5,0.010000000000000002
967,0.2731,1,5,0.010000000000000002
968,0.4756,1,5,0.010000000000000002
969,0.3139,1,5,0.010000000000000002
970,0.4752,1,5,0.010000000000000002
971,0.3156,1,5,0.010000000000000002
972,0.587,1,5,0.010000000000000002
973,0.4533,1,5,0.010000000000000002
974,0.5738,1,5,0.010000000000000002
975,0.4232,1,5,0.010000000000000002
976,0.4618,1,5,0.010000000000000002
977,0.3849,1,5,0.010000000000000002
978,0.4552,1,5,0.010000000000000002
979,0.4032,1,5,0.010000000000000002
980,0.4155,1,5,0.010000000000000002
981,0.51,1,5,0.010000000000000002
982,0.3821,1,5,0.010000000000000002
983,0.3299,1,5,0.010000000000000002
984,0.5607,1,5,0.010000000000000002
985,0.5261,1,5,0.010000000000000002
986,0.4756,1,5,0.010000000000000002
987,0.3061,1,5,0.010000000000000002
988,0.3784,1,5,0.010000000000000002
989,0.5055,1,5,0.010000000000000002
990,0.3886,1,5,0.010000000000000002
991,0.4211,1,5,0.010000000000000002
992,0.5224,1,5,0.010000000000000002
993,0.3259,1,5,0.010000000000000002
994,0.3159,1,5,0.010000000000000002
995,0.2501,1,5,0.010000000000000002
996,0.4686,1,5,0.010000000000000002
997,0.4101,1,5,0.010000000000000002
998,0.3349,1,5,0.010000000000000002
999,0.4777,1,5,0.010000000000000002
1000,0.5004,1,5,0.01
1001,0.5013,1,5,0.01
1002,0.4443,1,5,0.01
1003,0.4827,1,5,0.01
1004,0.2745,1,5,0.01
1005,0.3877,1,5,0.01
1006,0.3959,1,5,0.01
1007,0.357,1,5,0.01
1008,0.1928,1,5,0.01
1009,0.3497,1,5,0.01
1010,0.3732,1,5,0.01
1011,0.3616,1,5,0.01
1012,0.3362,1,5,0.01
1013,0.2284,1,5,0.01
1014,0.4645,1,5,0.01
1015,0.5764,1,5,0.01
1016,0.3321,1,5,0.01
1017,0.4006,1,5,0.01
1018,0.376,1,5,0.01
1019,0.3797,1,5,0.01
1020,0.4408,1,5,0.01
1021,0.391,1,5,0.01
1022,0.3725,1,5,0.01
1023,0.3382,1,5,0.01
1024,0.5008,1,5,0.01
1025,0.2388,1,5,0.01
1026,0.4069,1,5,0.01
1027,0.2406,1,5,0.01
1028,0.5157,1,5,0.01
1029,0.4701,1,5,0.01
1030,0.4422,1,5,0.01
1031,0.5363,1,5,0.01
1032,0.3516,1,5,0.01
1033,0.4313,1,5,0.01
1034,0.4155,1,5,0.01
1035,0.3523,1,5,0.01
1036,0.3716,1,5,0.01
1037,0.4938,1,5,0.01
1038,0.3077,1,5,0.01
1039,0.2757,1,5,0.01
1040,0.4736,1,5,0.01
1041,0.5258,1,5,0.01
1042,0.3273,1,5,0.01
1043,0.5055,1,5,0.01
1044,0.3805,1,5,0.01
1045,0.4,1,5,0.01
1046,0.4093,1,5,0.01
1047,0.4524,1,5,0.01
1048,0.4128,1,5,0.01
1049,0.4857,1,5,0.01
1050,0.3577,1,5,0.01
1051,0.3329,1,5,0.01
1052,0.41,1,5,0.01
1053,0.3672,1,5,0.01
1054,0.4854,1,5,0.01
1055,0.457,1,5,0.01
1056,0.4638,1,5,0.01
1057,0.4294,1,5,0.01
1058,0.387,1,5,0.01
1059,0.3964,1,5,0.01
1060,0.3492,1,5,0.01
1061,0.3906,1,5,0.01
1062,0.4098,1,5,0.01
1063,0.4624,1,5,0.01
1064,0.4424,1,5,0.01
1065,0.3882,1,5,0.01
1066,0.5181,1,5,0.01
1067,0.2863,1,5,0.01
1068,0.3915,1,5,0.01
1069,0.4941,1,5,0.01
1070,0.3944,1,5,0.01
1071,0.339,1,5,0.01
1072,0.399,1,5,0.01
1073,0.2658,1,5,0.01
1074,0.5373,1,5,0.01
1075,0.2003,1,5,0.01
1076,0.1871,1,5,0.01
1077,0.207,1,5,0.01
1078,0.3866,1,5,0.01
1079,0.3091,1,5,0.01
1080,0.1034,1,5,0.01
1081,0.4,1,5,0.01
1082,0.4307,1,5,0.01
1083,0.509,1,5,0.01
1084,0.4514,1,5,0.01
1085,0.3808,1,5,0.01
1086,0.3646,1,5,0.01
1087,0.3135,1,5,0.01
1088,0.5288,1,5,0.01
1089,0.5161,1,5,0.01
1090,0.5056,1,5,0.01
1091,0.4996,1,5,0.01
1092,0.5456,1,5,0.01
1093,0.3993,1,5,0.01
1094,0.3947,1,5,0.01
1095,0.4043,1,5,0.01
1096,0.6295,1,5,0.01
1097,0.3574,1,5,0.01
1098,0.394,1,5,0.01
1099,0.1805,1,5,0.01
1100,0.4487,1,5,0.015
1101,0.4974,1,5,0.015
1102,0.3435,1,5,0.015
1103,0.3511,1,5,0.015
1104,0.321,1,5,0.015
1105,0.4915,1,5,0.015
1106,0.3727,1,5,0.015
1107,0.4382,1,5,0.015
1108,0.5907,1,5,0.015
1109,0.6106,1,5,0.015
1110,0.3062,1,5,0.015
1111,0.36,1,5,0.015
1112,0.5026,1,5,0.015
1113,0.4664,1,5,0.015
1114,0.5184,1,5,0.015
1115,0.5075,1,5,0.015
1116,0.4461,1,5,0.015
1117,0.3495,1,5,0.015
1118,0.368,1,5,0.015
1119,0.562,1,5,0.015
1120,0.4528,1,5,0.015
1121,0.2963,1,5,0.015
1122,0.3898,1,5,0.015
1123,0.4046,1,5,0.015
1124,0.4411,1,5,0.015
1125,0.513,1,5,0.015
1126,0.6258,1,5,0.015
1127,0.4764,1,5,0.015
1128,0.5069,1,5,0.015
1129,0.4974,1,5,0.015
1130,0.4215,1,5,0.015
1131,0.4711,1,5,0.015
1132,0.6894,1,5,0.015
1133,0.5289,1,5,0.015
1134,0.4337,1,5,0.015
1135,0.3373,1,5,0.015
1136,0.6529,1,5,0.015
1137,0.3207,1,5,0.015
1138,0.176,1,5,0.015
1139,0.3819,1,5,0.015
1140,0.4235,1,5,0.015
1141,0.3696,1,5,0.015
1142,0.4513,1,5,0.015
1143,0.462,1,5,0.015
1144,0.4405,1,5,0.015
1145,0.4504,1,5,0.015
1146,0.5903,1,5,0.015
1147,0.6054,1,5,0.015
1148,0.397,1,5,0.015
1149,0.4041,1,5,0.015
1150,0.4203,1,5,0.015
1151,0.5733,1,5,0.015
1152,0.6255,1,5,0.015
1153,0.336,1,5,0.015
1154,0.3355,1,5,0.015
1155,0.5221,1,5,0.015
1156,0.389,1,5,0.015
1157,0.5876,1,5,0.015
1158,0.6133,1,5,0.015
1159,0.2796,1,5,0.015
1160,0.4967,1,5,0.015
1161,0.3153,1,5,0.015
1162,0.4263,1,5,0.015
1163,0.3782,1,5,0.015
1164,0.4267,1,5,0.015
1165,0.4125,1,5,0.015
1166,0.4373,1,5,0.015
1167,0.253,1,5,0.015
1168,0.4785,1,5,0.015
1169,0.546,1,5,0.015
1170,0.4239,1,5,0.015
1171,0.4543,1,5,0.015
1172,0.3848,1,5,0.015
1173,0.4272,1,5,0.015
1174,0.4913,1,5,0.015
1175,0.378,1,5,0.015
1176,0.4255,1,5,0.015
1177,0.4567,1,5,0.015
1178,0.4241,1,5,0.015
1179,0.3483,1,5,0.015
1180,0.6869,1,5,0.015
1181,0.4961,1,5,0.015
1182,0.2461,1,5,0.015
1183,0.5695,1,5,0.015
1184,0.4836,1,5,0.015
1185,0.5339,1,5,0.015
1186,0.485,1,5,0.015
1187,0.3456,1,5,0.015
1188,0.4722,1,5,0.015
1189,0.2388,1,5,0.015
1190,0.4896,1,5,0.015
1191,0.5501,1,5,0.015
1192,0.3774,1,5,0.015
1193,0.4856,1,5,0.015
1194,0.562,1,5,0.015
1195,0.5932,1,5,0.015
1196,0.5739,1,5,0.015
1197,0.3979,1,5,0.015
1198,0.499,1,5,0.015
1199,0.4119,1,5,0.015
1200,0.5048,1,5,0.019999999999999997
1201,0.5015,1,5,0.019999999999999997
1202,0.4291,1,5,0.019999999999999997
1203,0.4547,1,5,0.019999999999999997
1204,0.5183,1,5,0.019999999999999997
1205,0.5802,1,5,0.019999999999999997
1206,0.4797,1,5,0.019999999999999997
1207,0.4021,1,5,0.019999999999999997
1208,0.5853,1,5,0.019999999999999997
1209,0.3423,1,5,0.019999999999999997
1210,0.6386,1,5,0.019999999999999997
1211,0.6051,1,5,0.019999999999999997
1212,0.5682,1,5,0.019999999999999997
1213,0.3997,1,5,0.019999999999999997
1214,0.5355,1,5,0.019999999999999997
1215,0.3554,1,5,0.019999999999999997
1216,0.4623,1,5,0.019999999999999997
1217,0.5655,1,5,0.019999999999999997
1218,0.4869,1,5,0.019999999999999997
1219,0.4709,1,5,0.019999999999999997
1220,0.5589,1,5,0.019999999999999997
1221,0.4151,1,5,0.019999999999999997
1222,0.5752,1,5,0.019999999999999997
1223,0.4658,1,5,0.019999999999999997
1224,0.5202,1,5,0.019999999999999997
1225,0.6292,1,5,0.019999999999999997
1226,0.1956,1,5,0.019999999999999997
1227,0.4247,1,5,0.019999999999999997
1228,0.3952,1,5,0.019999999999999997
1229,0.5109,1,5,0.019999999999999997
1230,0.3501,1,5,0.019999999999999997
1231,0.5183,1,5,0.019999999999999997
1232,0.5629,1,5,0.019999999999999997
1233,0.5622,1,5,0.019999999999999997
1234,0.3461,1,5,0.019999999999999997
1235,0.4215,1,5,0.019999999999999997
1236,0.648,1,5,0.019999999999999997
1237,0.4223,1,5,0.019999999999999997
1238,0.5189,1,5,0.019999999999999997
1239,0.4302,1,5,0.019999999999999997
1240,0.467,1,5,0.019999999999999997
1241,0.3255,1,5,0.019999999999999997
1242,0.4807,1,5,0.019999999999999997
1243,0.4962,1,5,0.019999999999999997
1244,0.4421,1,5,0.019999999999999997
1245,0.4749,1,5,0.019999999999999997
1246,0.635,1,5,0.019999999999999997
1247,0.3915,1,5,0.019999999999999997
1248,0.4663,1,5,0.019999999999999997
1249,0.4709,1,5,0.019999999999999997
1250,0.282,1,5,0.019999999999999997
1251,0.5291,1,5,0.019999999999999997
1252,0.4459,1,5,0.019999999999999997
1253,0.5307,1,5,0.019999999999999997
1254,0.4101,1,5,0.019999999999999997
1255,0.5016,1,5,0.019999999999999997
1256,0.6104,1,5,0.019999999999999997
1257,0.5902,1,5,0.019999999999999997
1258,0.428,1,5,0.019999999999999997
1259,0.5239,1,5,0.019999999999999997
1260,0.5827,1,5,0.019999999999999997
1261,0.5027,1,5,0.019999999999999997
1262,0.6037,1,5,0.019999999999999997
1263,0.4895,1,5,0.019999999999999997
1264,0.4883,1,5,0.019999999999999997
1265,0.6053,1,5,0.019999999999999997
1266,0.4476,1,5,0.019999999999999997
1267,0.5449,1,5,0.019999999999999997
1268,0.3004,1,5,0.019999999999999997
1269,0.347,1,5,0.019999999999999997
1270,0.4254,1,5,0.019999999999999997
1271,0.4475,1,5,0.019999999999999997
1272,0.4863,1,5,0.019999999999999997
1273,0.4727,1,5,0.019999999999999997
1274,0.4915,1,5,0.019999999999999997
1275,0.6162,1,5,0.019999999999999997
1276,0.4403,1,5,0.019999999999999997
1277,0.6306,1,5,0.019999999999999997
1278,0.4704,1,5,0.019999999999999997
1279,0.4565,1,5,0.019999999999999997
1280,0.5364,1,5,0.019999999999999997
1281,0.4816,1,5,0.019999999999999997
1282,0.4789,1,5,0.019999999999999997
1283,0.5581,1,5,0.019999999999999997
1284,0.44,1,5,0.019999999999999997
1285,0.3248,1,5,0.019999999999999997
1286,0.5579,1,5,0.019999999999999997
1287,0.4781,1,5,0.019999999999999997
1288,0.5427,1,5,0.019999999999999997
1289,0.4317,1,5,0.019999999999999997
1290,0.5144,1,5,0.019999999999999997
1291,0.4851,1,5,0.019999999999999997
1292,0.5225,1,5,0.019999999999999997
1293,0.6214,1,5,0.019999999999999997
1294,0.3359,1,5,0.019999999999999997
1295,0.523,1,5,0.019999999999999997
1296,0.2996,1,5,0.019999999999999997
1297,0.5194,1,5,0.019999999999999997
1298,0.501,1,5,0.019999999999999997
1299,0.4424,1,5,0.019999999999999997
1300,0.596,1,5,0.024999999999999998
1301,0.5006,1,5,0.024999999999999998
1302,0.4378,1,5,0.024999999999999998
1303,0.5458,1,5,0.024999999999999998
1304,0.5073,1,5,0.024999999999999998
1305,0.355,1,5,0.024999999999999998
1306,0.4528,1,5,0.024999999999999998
1307,0.4464,1,5,0.024999999999999998
1308,0.627,1,5,0.024999999999999998
1309,0.5989,1,5,0.024999999999999998
1310,0.5997,1,5,0.024999999999999998
1311,0.6367,1,5,0.024999999999999998
1312,0.4475,1,5,0.024999999999999998
1313,0.6793,1,5,0.024999999999999998
1314,0.5132,1,5,0.024999999999999998
1315,0.5905,1,5,0.024999999999999998
1316,0.5427,1,5,0.024999999999999998
1317,0.6109,1,5,0.024999999999999998
1318,0.4983,1,5,0.024999999999999998
1319,0.5487,1,5,0.024999999999999998
1320,0.5662,1,5,0.024999999999999998
1321,0.6229,1,5,0.024999999999999998
1322,0.4512,1,5,0.024999999999999998
1323,0.349,1,5,0.024999999999999998
1324,0.6712,1,5,0.024999999999999998
1325,0.5548,1,5,0.024999999999999998
1326,0.3105,1,5,0.024999999999999998
1327,0.5155,1,5,0.024999999999999998
1328,0.6738,1,5,0.024999999999999998
1329,0.5795,1,5,0.024999999999999998
1330,0.6535,1,5,0.024999999999999998
1331,0.675,1,5,0.024999999999999998
1332,0.5539,1,5,0.024999999999999998
1333,0.6018,1,5,0.024999999999999998
1334,0.4184,1,5,0.024999999999999998
1335,0.4925,1,5,0.024999999999999998
1336,0.5841,1,5,0.024999999999999998
1337,0.475,1,5,0.024999999999999998
1338,0.4098,1,5,0.024999999999999998
1339,0.7485,1,5,0.024999999999999998
1340,0.5537,1,5,0.024999999999999998
1341,0.4484,1,5,0.024999999999999998
1342,0.4346,1,5,0.024999999999999998
1343,0.3988,1,5,0.024999999999999998
1344,0.4436,1,5,0.024999999999999998
1345,0.6501,1,5,0.024999999999999998
1346,0.5815,1,5,0.024999999999999998
1347,0.3606,1,5,0.024999999999999998
1348,0.7379,1,5,0.024999999999999998
1349,0.6453,1,5,0.024999999999999998
1350,0.5949,1,5,0.024999999999999998
1351,0.6182,1,5,0.024999999999999998
1352,0.5652,1,5,0.024999999999999998
1353,0.6153,1,5,0.024999999999999998
1354,0.337,1,5,0.024999999999999998
1355,0.5414,1,5,0.024999999999999998
1356,0.4624,1,5,0.024999999999999998
1357,0.4344,1,5,0.024999999999999998
1358,0.4108,1,5,0.024999999999999998
1359,0.3654,1,5,0.024999999999999998
1360,0.399,1,5,0.024999999999999998
1361,0.4874,1,5,0.024999999999999998
1362,0.4942,1,5,0.024999999999999998
1363,0.5501,1,5,0.024999999999999998
1364,0.4638,1,5,0.024999999999999998
1365,0.6389,1,5,0.024999999999999998
1366,0.3887,1,5,0.024999999999999998
1367,0.5142,1,5,0.024999999999999998
1368,0.4743,1,5,0.024999999999999998
1369,0.5171,1,5,0.024999999999999998
1370,0.3715,1,5,0.024999999999999998
1371,0.5366,1,5,0.024999999999999998
1372,0.6711,1,5,0.024999999999999998
1373,0.5543,1,5,0.024999999999999998
1374,0.5901,1,5,0.024999999999999998
1375,0.4214,1,5,0.024999999999999998
1376,0.6939,1,5,0.024999999999999998
1377,0.5911,1,5,0.024999999999999998
1378,0.509,1,5,0.024999999999999998
1379,0.5626,1,5,0.024999999999999998
1380,0.4905,1,5,0.024999999999999998
1381,0.5644,1,5,0.024999999999999998
1382,0.4103,1,5,0.024999999999999998
1383,0.5333,1,5,0.024999999999999998
1384,0.5251,1,5,0.024999999999999998
1385,0.613,1,5,0.024999999999999998
1386,0.7048,1,5,0.024999999999999998
1387,0.6177,1,5,0.024999999999999998
1388,0.4977,1,5,0.024999999999999998
1389,0.5264,1,5,0.024999999999999998
1390,0.2941,1,5,0.024999999999999998
1391,0.5959,1,5,0.024999999999999998
1392,0.4024,1,5,0.024999999999999998
1393,0.4154,1,5,0.024999999999999998
1394,0.4461,1,5,0.024999999999999998
1395,0.5276,1,5,0.024999999999999998
1396,0.6844,1,5,0.024999999999999998
1397,0.6357,1,5,0.024999999999999998
1398,0.594,1,5,0.024999999999999998
1399,0.4471,1,5,0.024999999999999998
1400,0.7186,1,5,0.03
1401,0.2118,1,5,0.03
1402,0.6366,1,5,0.03
1403,0.5026,1,5,0.03
1404,0.7019,1,5,0.03
1405,0.5407,1,5,0.03
1406,0.5428,1,5,0.03
1407,0.595,1,5,0.03
1408,0.6004,1,5,0.03
1409,0.569,1,5,0.03
1410,0.411,1,5,0.03
1411,0.4274,1,5,0.03
1412,0.4578,1,5,0.03
1413,0.3658,1,5,0.03
1414,0.5616,1,5,0.03
1415,0.3397,1,5,0.03
1416,0.7087,1,5,0.03
1417,0.4997,1,5,0.03
1418,0.5469,1,5,0.03
1419,0.5491,1,5,0.03
1420,0.5297,1,5,0.03
1421,0.4825,1,5,0.03
1422,0.5116,1,5,0.03
1423,0.6897,1,5,0.03
1424,0.5911,1,5,0.03
1425,0.726,1,5,0.03
1426,0.5128,1,5,0.03
1427,0.4235,1,5,0.03
1428,0.6434,1,5,0.03
1429,0.4744,1,5,0.03
1430,0.6614,1,5,0.03
1431,0.4843,1,5,0.03
1432,0.4708,1,5,0.03
1433,0.4469,1,5,0.03
1434,0.6014,1,5,0.03
1435,0.5594,1,5,0.03
1436,0.5084,1,5,0.03
1437,0.4812,1,5,0.03
1438,0.679,1,5,0.03
1439,0.3807,1,5,0.03
1440,0.6412,1,5,0.03
1441,0.5872,1,5,0.03
1442,0.4726,1,5,0.03
1443,0.3806,1,5,0.03
1444,0.5398,1,5,0.03
1445,0.5792,1,5,0.03
1446,0.5086,1,5,0.03
1447,0.6004,1,5,0.03
1448,0.4986,1,5,0.03
1449,0.5016,1,5,0.03
1450,0.5781,1,5,0.03
1451,0.5134,1,5,0.03
1452,0.644,1,5,0.03
1453,0.5615,1,5,0.03
1454,0.6091,1,5,0.03
1455,0.5959,1,5,0.03
1456,0.4719,1,5,0.03
1457,0.4572,1,5,0.03
1458,0.4014,1,5,0.03
1459,0.6253,1,5,0.03
1460,0.6532,1,5,0.03
1461,0.3891,1,5,0.03
1462,0.485,1,5,0.03
1463,0.7801,1,5,0.03
1464,0.5017,1,5,0.03
1465,0.2699,1,5,0.03
1466,0.2778,1,5,0.03
1467,0.5383,1,5,0.03
1468,0.5429,1,5,0.03
1469,0.5412,1,5,0.03
1470,0.666,1,5,0.03
1471,0.4565,1,5,0.03
1472,0.6589,1,5,0.03
1473,0.5496,1,5,0.03
1474,0.6259,1,5,0.03
1475,0.6373,1,5,0.03
1476,0.5506,1,5,0.03
1477,0.5256,1,5,0.03
1478,0.5306,1,5,0.03
1479,0.528,1,5,0.03
1480,0.5542,1,5,0.03
1481,0.6086,1,5,0.03
1482,0.5108,1,5,0.03
1483,0.5,1,5,0.03
1484,0.5424,1,5,0.03
1485,0.6115,1,5,0.03
1486,0.453,1,5,0.03
1487,0.6191,1,5,0.03
1488,0.5583,1,5,0.03
1489,0.5205,1,5,0.03
1490,0.5052,1,5,0.03
1491,0.5164,1,5,0.03
1492,0.4426,1,5,0.03
1493,0.5145,1,5,0.03
1494,0.4853,1,5,0.03
1495,0.5887,1,5,0.03
1496,0.413,1,5,0.03
1497,0.4685,1,5,0.03
1498,0.7342,1,5,0.03
1499,0.5458,1,5,0.03
1500,0.6889,1,5,0.034999999999999996
1501,0.6429,1,5,0.034999999999999996
1502,0.7657,1,5,0.034999999999999996
1503,0.5713,1,5,0.034999999999999996
1504,0.6593,1,5,0.034999999999999996
1505,0.5807,1,5,0.034999999999999996
1506,0.5107,1,5,0.034999999999999996
1507,0.6307,1,5,0.034999999999999996
1508,0.6815,1,5,0.034999999999999996
1509,0.5617,1,5,0.034999999999999996
1510,0.5967,1,5,0.034999999999999996
1511,0.5099,1,5,0.034999999999999996
1512,0.4408,1,5,0.034999999999999996
1513,0.6598,1,5,0.034999999999999996
1514,0.6533,1,5,0.034999999999999996
1515,0.534,1,5,0.034999999999999996
1516,0.5353,1,5,0.034999999999999996
1517,0.5923,1,5,0.034999999999999996
1518,0.5908,1,5,0.034999999999999996
1519,0.436,1,5,0.034999999999999996
1520,0.4486,1,5,0.034999999999999996
1521,0.6329,1,5,0.034999999999999996
1522,0.617,1,5,0.034999999999999996
1523,0.5652,1,5,0.034999999999999996
1524,0.5965,1,5,0.034999999999999996
1525,0.6368,1,5,0.034999999999999996
1526,0.6837,1,5,0.034999999999999996
1527,0.6291,1,5,0.034999999999999996
1528,0.65,1,5,0.034999999999999996
1529,0.5913,1,5,0.034999999999999996
1530,0.5896,1,5,0.034999999999999996
1531,0.2972,1,5,0.034999999999999996
1532,0.7536,1,5,0.034999999999999996
1533,0.6665,1,5,0.034999999999999996
1534,0.6783,1,5,0.034999999999999996
1535,0.6118,1,5,0.034999999999999996
1536,0.6398,1,5,0.034999999999999996
1537,0.4294,1,5,0.034999999999999996
1538,0.6601,1,5,0.034999999999999996
1539,0.2306,1,5,0.034999999999999996
1540,0.5644,1,5,0.034999999999999996
1541,0.5318,1,5,0.034999999999999996
1542,0.5383,1,5,0.034999999999999996
1543,0.5696,1,5,0.034999999999999996
1544,0.5853,1,5,0.034999999999999996
1545,0.6197,1,5,0.034999999999999996
1546,0.6999,1,5,0.034999999999999996
1547,0.6603,1,5,0.034999999999999996
1548,0.68,1,5,0.034999999999999996
1549,0.6189,1,5,0.034999999999999996
1550,0.586,1,5,0.034999999999999996
1551,0.5459,1,5,0.034999999999999996
1552,0.5057,1,5,0.034999999999999996
1553,0.7221,1,5,0.034999999999999996
1554,0.563,1,5,0.034999999999999996
1555,0.3682,1,5,0.034999999999999996
1556,0.453,1,5,0.034999999999999996
1557,0.5034,1,5,0.034999999999999996
1558,0.4544,1,5,0.034999999999999996
1559,0.4741,1,5,0.034999999999999996
1560,0.5988,1,5,0.034999999999999996
1561,0.6526,1,5,0.034999999999999996
1562,0.5907,1,5,0.034999999999999996
1563,0.6019,1,5,0.034999999999999996
1564,0.5753,1,5,0.034999999999999996
1565,0.4977,1,5,0.034999999999999996
1566,0.6002,1,5,0.034999999999999996
1567,0.6799,1,5,0.034999999999999996
1568,0.6565,1,5,0.034999999999999996
1569,0.5029,1,5,0.034999999999999996
1570,0.5759,1,5,0.034999999999999996
1571,0.5761,1,5,0.034999999999999996
1572,0.6365,1,5,0.034999999999999996
1573,0.372,1,5,0.034999999999999996
1574,0.619,1,5,0.034999999999999996
1575,0.5689,1,5,0.034999999999999996
1576,0.5474,1,5,0.034999999999999996
1577,0.7017,1,5,0.034999999999999996
1578,0.6287,1,5,0.034999999999999996
1579,0.7197,1,5,0.034999999999999996
1580,0.5535,1,5,0.034999999999999996
1581,0.6311,1,5,0.034999999999999996
1582,0.6403,1,5,0.034999999999999996
1583,0.445,1,5,0.034999999999999996
1584,0.3738,1,5,0.034999999999999996
1585,0.4414,1,5,0.034999999999999996
1586,0.7629,1,5,0.034999999999999996
1587,0.6025,1,5,0.034999999999999996
1588,0.7253,1,5,0.034999999999999996
1589,0.5347,1,5,0.034999999999999996
1590,0.6008,1,5,0.034999999999999996
1591,0.5063,1,5,0.034999999999999996
1592,0.5603,1,5,0.034999999999999996
1593,0.5203,1,5,0.034999999999999996
1594,0.6034,1,5,0.034999999999999996
1595,0.5817,1,5,0.034999999999999996
1596,0.607,1,5,0.034999999999999996
1597,0.5915,1,5,0.034999999999999996
1598,0.6588,1,5,0.034999999999999996
1599,0.4712,1,5,0.034999999999999996
1600,0.6213,1,5,0.039999999999999994
1601,0.5202,1,5,0.039999999999999994
1602,0.6066,1,5,0.039999999999999994
1603,0.704,1,5,0.039999999999999994
1604,0.5993,1,5,0.039999999999999994
1605,0.632,1,5,0.039999999999999994
1606,0.5243,1,5,0.039999999999999994
1607,0.463,1,5,0.039999999999999994
1608,0.6038,1,5,0.039999999999999994
1609,0.4041,1,5,0.039999999999999994
1610,0.5383,1,5,0.039999999999999994
1611,0.6559,1,5,0.039999999999999994
1612,0.6693,1,5,0.039999999999999994
1613,0.7039,1,5,0.039999999999999994
1614,0.5411,1,5,0.039999999999999994
1615,0.6476,1,5,0.039999999999999994
1616,0.7509,1,5,0.039999999999999994
1617,0.6164,1,5,0.039999999999999994
1618,0.7082,1,5,0.039999999999999994
1619,0.4859,1,5,0.039999999999999994
1620,0.6131,1,5,0.039999999999999994
1621,0.5644,1,5,0.039999999999999994
1622,0.6081,1,5,0.039999999999999994
1623,0.6093,1,5,0.039999999999999994
1624,0.7724,1,5,0.039999999999999994
1625,0.607,1,5,0.039999999999999994
1626,0.6172,1,5,0.039999999999999994
1627,0.5824,1,5,0.039999999999999994
1628,0.4858,1,5,0.039999999999999994
1629,0.702,1,5,0.039999999999999994
1630,0.7189,1,5,0.039999999999999994
1631,0.535,1,5,0.039999999999999994
1632,0.654,1,5,0.039999999999999994
1633,0.7621,1,5,0.039999999999999994
1634,0.6902,1,5,0.039999999999999994
1635,0.7414,1,5,0.039999999999999994
1636,0.4893,1,5,0.039999999999999994
1637,0.7654,1,5,0.039999999999999994
1638,0.636,1,5,0.039999999999999994
1639,0.6393,1,5,0.039999999999999994
1640,0.5375,1,5,0.039999999999999994
1641,0.6218,1,5,0.039999999999999994
1642,0.5869,1,5,0.039999999999999994
1643,0.5168,1,5,0.039999999999999994
1644,0.3284,1,5,0.039999999999999994
